reference_date,index_name,value_eur365,source_url,extraction_timestamp
2026-06-30,Euribor 3M,2.36,https://mutuionline.24oreborsaonline.ilsole24ore.com/guide-mutui/euribor.asp,2026-08-31T16:59:28Z
